i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.0,-0.0185,-0.018,0.009,0.0095,-0.0185,0.044,0.0405,0.0565,0.0565,0.0735,0.063,-0.0065,-0.0645,-0.051
-0.003,-0.005,-0.002,0.004,-0.0005,-0.0035,0.0505,0.047,0.063,0.0645,0.083,0.071,-0.006,-0.0615,-0.051
0.0065,-0.0095,-0.016,0.0015,0.0115,-0.013,0.044,0.039,0.056,0.056,0.075,0.065,-0.007,-0.053,-0.0505
-0.0135,-0.021,-0.0075,0.017,-0.0025,-0.0145,0.0405,0.037,0.0535,0.054,0.073,0.063,-0.006,-0.051,-0.0515
-0.029,-0.0255,0.0035,0.027,-0.016,-0.011,0.0385,0.035,0.054,0.054,0.0725,0.063,-0.0065,-0.0605,-0.0515
-0.0205,-0.0255,-0.005,0.023,-0.0075,-0.0155,0.039,0.034,0.0535,0.053,0.0705,0.062,-0.008,-0.0685,-0.05
0.0065,-0.0125,-0.019,0.003,0.013,-0.016,0.0425,0.04,0.058,0.058,0.0735,0.07,-0.0065,-0.0645,-0.0495
0.0055,-0.0095,-0.015,0.002,0.0105,-0.0125,0.0445,0.0405,0.0605,0.061,0.0785,0.074,-0.0065,-0.0595,-0.049
-0.005,-0.023,-0.018,0.014,0.007,-0.021,0.036,0.029,0.052,0.055,0.072,0.067,-0.007,-0.056,-0.0505
0.004,-0.027,-0.031,0.0115,0.018,-0.029,0.0315,0.023,0.0495,0.051,0.07,0.064,-0.006,-0.061,-0.0525
0.015,-0.025,-0.04,0.005,0.028,-0.033,0.0305,0.0205,0.0485,0.049,0.0715,0.064,-0.005,-0.0605,-0.052
0.0155,-0.023,-0.038,0.004,0.027,-0.031,0.032,0.0235,0.051,0.052,0.074,0.0695,-0.003,-0.0615,-0.051
0.002,-0.023,-0.0255,0.0105,0.014,-0.0245,0.04,0.0325,0.0595,0.0595,0.0805,0.0755,-0.0035,-0.0615,-0.0525
0.003,-0.028,-0.031,0.0125,0.017,-0.03,0.036,0.0295,0.0555,0.054,0.0775,0.073,-0.004,-0.0625,-0.0505
0.014,-0.0245,-0.0385,0.0055,0.0265,-0.032,0.0355,0.0295,0.0565,0.056,0.079,0.0765,-0.0015,-0.0665,-0.05
0.0125,-0.018,-0.031,0.003,0.022,-0.025,0.036,0.026,0.0565,0.058,0.08,0.077,-0.0015,-0.0645,-0.052
0.0095,-0.014,-0.024,0.002,0.017,-0.019,0.03,0.022,0.052,0.054,0.0765,0.073,-0.0035,-0.0595,-0.052
0.021,-0.002,-0.023,-0.0095,0.022,-0.0125,0.033,0.027,0.0555,0.0595,0.081,0.0765,-0.005,-0.0545,-0.052
0.011,-0.0025,-0.0135,-0.0045,0.0125,-0.008,0.0395,0.0315,0.06,0.0645,0.0875,0.08,-0.0075,-0.063,-0.0515
-0.002,-0.0185,-0.0165,0.0105,0.0075,-0.018,0.0295,0.023,0.0515,0.057,0.0805,0.071,-0.0075,-0.0665,-0.053
-0.018,-0.035,-0.017,0.0265,-0.0005,-0.0265,0.0195,0.0105,0.043,0.05,0.0745,0.063,-0.0065,-0.055,-0.053
-0.0245,-0.034,-0.0095,0.029,-0.0075,-0.022,0.021,0.012,0.0455,0.054,0.0795,0.0645,-0.006,-0.0475,-0.054
-0.0135,-0.0235,-0.0095,0.0185,-0.0015,-0.017,0.0215,0.012,0.047,0.055,0.08,0.067,-0.0055,-0.0525,-0.055
-0.001,-0.0125,-0.0115,0.007,0.0055,-0.012,0.026,0.013,0.0495,0.056,0.08,0.0725,-0.0055,-0.0445,-0.0545
0.001,-0.001,-0.0025,0.0,0.002,-0.002,0.031,0.0175,0.0525,0.0585,0.083,0.079,-0.0045,-0.037,-0.052
0.0065,0.009,0.003,-0.008,0.002,0.006,0.035,0.019,0.055,0.06,0.086,0.0845,-0.004,-0.0495,-0.049
0.008,0.0045,-0.0035,-0.0065,0.006,0.0005,0.032,0.018,0.0535,0.0585,0.084,0.083,-0.0035,-0.0475,-0.0495
-0.0095,-0.006,0.0035,0.008,-0.0065,-0.0015,0.027,0.0145,0.051,0.0545,0.082,0.08,-0.0035,-0.04,-0.049
-0.008,-0.012,-0.004,0.01,-0.0015,-0.008,0.024,0.009,0.046,0.0485,0.0775,0.077,-0.004,-0.046,-0.0485
-0.0075,-0.018,-0.0105,0.0125,0.002,-0.0145,0.017,0.006,0.0415,0.0455,0.0725,0.0725,-0.0035,-0.0415,-0.048
-0.02,-0.0115,0.0085,0.0155,-0.014,-0.0015,0.022,0.0125,0.0475,0.0535,0.0815,0.0795,-0.0035,-0.0355,-0.049
-0.014,-0.026,-0.0115,0.02,-0.001,-0.019,0.012,0.003,0.0385,0.045,0.074,0.0715,-0.002,-0.0445,-0.0495
0.0145,-0.0195,-0.034,0.0025,0.0245,-0.027,0.009,-0.003,0.034,0.042,0.0695,0.0675,-0.001,-0.0495,-0.049
0.001,-0.0165,-0.017,0.008,0.009,-0.017,0.0175,0.001,0.0395,0.0505,0.0775,0.076,-0.002,-0.0495,-0.05
0.002,-0.0195,-0.0215,0.009,0.012,-0.021,0.015,0.0015,0.0395,0.05,0.079,0.0765,-0.001,-0.041,-0.0515
0.014,-0.0065,-0.0205,-0.004,0.0175,-0.0135,0.0185,0.0045,0.0415,0.0545,0.083,0.0835,0.0025,-0.0365,-0.0525
-0.004,-0.01,-0.006,0.007,0.0015,-0.0085,0.0165,0.002,0.041,0.055,0.0855,0.083,0.004,-0.0365,-0.053
-0.009,-0.0125,-0.0035,0.011,-0.0025,-0.0085,0.0135,-0.001,0.039,0.052,0.0835,0.081,0.0045,-0.032,-0.0525
-0.0235,-0.0205,0.003,0.022,-0.013,-0.009,0.013,-0.0045,0.039,0.0525,0.0835,0.0835,0.005,-0.036,-0.0505
-0.0235,-0.015,0.0085,0.0195,-0.016,-0.0035,0.017,-0.0015,0.0425,0.056,0.089,0.0865,0.004,-0.0375,-0.051
-0.018,-0.0085,0.0095,0.013,-0.0135,0.0005,0.0185,-0.001,0.0415,0.055,0.0895,0.089,0.0045,-0.0345,-0.05
-0.022,-0.0085,0.0135,0.015,-0.0175,0.002,0.016,-0.0025,0.0405,0.0545,0.0905,0.0885,0.005,-0.039,-0.0505
-0.026,-0.0095,0.017,0.0175,-0.0215,0.0035,0.015,-0.0035,0.0395,0.0535,0.091,0.088,0.004,-0.0355,-0.052
-0.0135,-0.006,0.0075,0.01,-0.0105,0.0005,0.0105,-0.008,0.037,0.049,0.0875,0.0865,0.005,-0.0265,-0.051
-0.0105,-0.0005,0.0095,0.0055,-0.0095,0.004,0.01,-0.0105,0.036,0.048,0.0875,0.087,0.005,-0.0285,-0.0505
-0.016,-0.0025,0.0135,0.009,-0.0145,0.0055,0.0125,-0.01,0.0375,0.051,0.0885,0.0865,0.003,-0.034,-0.0515
-0.0155,-0.0115,0.004,0.0135,-0.0095,-0.004,0.013,-0.009,0.0385,0.0515,0.0875,0.0825,0.0015,-0.0415,-0.053
-0.0165,-0.015,0.0015,0.0155,-0.009,-0.007,0.0105,-0.0135,0.035,0.0495,0.0855,0.0805,0.001,-0.042,-0.0525
-0.009,-0.0105,-0.0015,0.01,-0.0035,-0.0065,0.007,-0.0165,0.034,0.049,0.083,0.081,0.004,-0.0345,-0.052
-0.013,-0.0175,-0.0045,0.015,-0.004,-0.0115,0.0065,-0.016,0.0325,0.047,0.08,0.0785,0.0045,-0.0335,-0.0535
0.0025,-0.0115,-0.014,0.0045,0.0085,-0.013,0.01,-0.015,0.0355,0.048,0.08,0.08,0.004,-0.0445,-0.0555
-0.003,-0.0195,-0.0165,0.0115,0.007,-0.018,0.0075,-0.0175,0.0335,0.046,0.078,0.0795,0.0045,-0.053,-0.055
-0.014,-0.031,-0.0175,0.0225,0.002,-0.0245,0.003,-0.021,0.0285,0.044,0.0755,0.0755,0.0045,-0.0455,-0.056
-0.0095,-0.014,-0.004,0.0115,-0.0025,-0.0095,0.013,-0.0145,0.0375,0.055,0.087,0.085,0.0055,-0.0425,-0.054
-0.0085,-0.0055,0.003,0.007,-0.005,-0.0015,0.0145,-0.0115,0.04,0.0595,0.0935,0.0895,0.005,-0.0395,-0.0535
-0.024,-0.022,0.002,0.023,-0.013,-0.01,0.005,-0.021,0.0325,0.0535,0.0885,0.0815,0.005,-0.03,-0.055
-0.049,-0.0355,0.0135,0.042,-0.031,-0.0115,0.0,-0.028,0.0285,0.052,0.089,0.08,0.0065,-0.034,-0.054
-0.047,-0.024,0.023,0.0355,-0.0345,-0.0005,0.0085,-0.0175,0.0385,0.0615,0.0985,0.0895,0.008,-0.034,-0.057
-0.037,-0.014,0.0225,0.0255,-0.0295,0.004,0.0145,-0.0125,0.0415,0.063,0.099,0.094,0.0055,-0.029,-0.055
-0.0395,-0.0135,0.026,0.0265,-0.0325,0.0055,0.0125,-0.0125,0.0395,0.0605,0.097,0.093,0.004,-0.029,-0.0525
-0.06,-0.016,0.044,0.038,-0.052,0.014,0.0145,-0.0125,0.041,0.0625,0.101,0.0955,0.0035,-0.022,-0.0535
-0.038,-0.014,0.024,0.026,-0.031,0.005,0.008,-0.022,0.0325,0.0555,0.095,0.0885,0.003,-0.024,-0.0535
-0.034,-0.0095,0.0245,0.022,-0.029,0.0075,0.009,-0.023,0.034,0.058,0.096,0.09,0.0045,-0.033,-0.0535
-0.036,-0.0005,0.0355,0.018,-0.0355,0.0175,0.013,-0.0205,0.0395,0.062,0.1005,0.097,0.0055,-0.0295,-0.056
-0.041,0.0175,0.0585,0.012,-0.0495,0.0375,0.0245,-0.0115,0.0455,0.069,0.1115,0.1065,0.005,-0.024,-0.056
-0.0435,0.02,0.0635,0.0115,-0.053,0.0415,0.025,-0.0105,0.045,0.071,0.1155,0.11,0.0035,-0.027,-0.0555
-0.0085,0.004,0.0125,0.0025,-0.01,0.008,0.005,-0.0285,0.0275,0.0545,0.099,0.093,0.003,-0.0285,-0.0585
-0.01,-0.006,0.004,0.008,-0.0065,-0.001,-0.001,-0.0375,0.0195,0.0485,0.094,0.085,0.002,-0.02,-0.0575
-0.0035,-0.0035,-0.0005,0.0035,-0.0015,-0.002,-0.0035,-0.0385,0.0175,0.0485,0.0945,0.085,0.0025,-0.0125,-0.0565
0.0035,-0.003,-0.0065,-0.0005,0.0055,-0.005,-0.0045,-0.04,0.017,0.049,0.0965,0.0865,0.003,-0.016,-0.0545
-0.0215,-0.0035,0.018,0.0125,-0.0195,0.007,0.006,-0.032,0.0265,0.059,0.108,0.097,0.0045,-0.0175,-0.054
-0.024,-0.007,0.017,0.0155,-0.0205,0.005,0.005,-0.033,0.024,0.059,0.106,0.0945,0.0035,-0.022,-0.056
-0.0275,-0.0075,0.02,0.0175,-0.0235,0.006,0.0045,-0.0325,0.0235,0.0595,0.1055,0.0945,0.004,-0.028,-0.055
-0.036,-0.007,0.029,0.0215,-0.0325,0.011,0.0065,-0.0305,0.027,0.0635,0.1095,0.0995,0.004,-0.0275,-0.0535
-0.018,-0.005,0.013,0.0115,-0.015,0.0035,-0.0005,-0.038,0.0215,0.06,0.106,0.0965,0.0035,-0.026,-0.055
-0.013,0.0015,0.0145,0.006,-0.0135,0.0075,0.001,-0.0345,0.0225,0.0595,0.1065,0.098,0.0035,-0.0135,-0.0585
-0.007,0.0035,0.0105,0.0015,-0.0085,0.007,-0.003,-0.0425,0.016,0.0545,0.102,0.093,0.003,-0.0175,-0.0575
-0.0055,0.004,0.01,0.001,-0.0075,0.0065,-0.0015,-0.0415,0.018,0.0575,0.1035,0.0965,0.0055,-0.026,-0.0565
-0.02,0.006,0.0255,0.007,-0.0225,0.0155,0.0025,-0.0345,0.023,0.062,0.107,0.101,0.0045,-0.0215,-0.056
-0.033,0.0005,0.0335,0.016,-0.033,0.017,0.0015,-0.037,0.021,0.062,0.108,0.101,0.003,-0.027,-0.054
-0.0325,0.003,0.035,0.0145,-0.0335,0.0185,0.0015,-0.0375,0.02,0.0605,0.1095,0.1005,0.004,-0.019,-0.054
-0.0315,0.0065,0.038,0.0125,-0.0345,0.022,-0.002,-0.0405,0.017,0.0575,0.108,0.0995,0.0055,-0.016,-0.0555
-0.0265,0.015,0.0415,0.006,-0.034,0.028,0.0025,-0.037,0.021,0.0625,0.111,0.1055,0.005,-0.018,-0.058
-0.0155,0.024,0.0395,-0.0045,-0.027,0.0315,0.0035,-0.036,0.022,0.0615,0.1105,0.107,0.0065,-0.0165,-0.059
-0.0265,0.0135,0.04,0.0065,-0.033,0.0265,0.0005,-0.042,0.0175,0.0585,0.1075,0.105,0.008,-0.019,-0.0575
-0.0405,0.0075,0.048,0.0165,-0.044,0.028,0.0015,-0.0395,0.0195,0.0615,0.111,0.107,0.0075,-0.012,-0.057
-0.038,0.0085,0.0465,0.015,-0.042,0.027,0.0025,-0.038,0.0205,0.0645,0.113,0.108,0.008,-0.0165,-0.0585
-0.018,0.013,0.0315,0.0025,-0.0245,0.022,-0.002,-0.045,0.015,0.062,0.1115,0.1045,0.0085,-0.0205,-0.058
-0.017,0.015,0.032,0.001,-0.024,0.0235,-0.0045,-0.0425,0.017,0.063,0.1135,0.106,0.009,-0.019,-0.0585
-0.0165,0.015,0.0315,0.0005,-0.0235,0.023,-0.0035,-0.0395,0.0185,0.0655,0.1145,0.108,0.0085,-0.018,-0.0605
-0.011,0.015,0.026,-0.002,-0.018,0.0205,-0.005,-0.0395,0.019,0.066,0.113,0.1075,0.0085,-0.0145,-0.0605
-0.0165,0.013,0.0295,0.0015,-0.0225,0.021,-0.005,-0.0425,0.0185,0.0675,0.1135,0.109,0.0085,-0.014,-0.06
-0.013,0.018,0.031,-0.0025,-0.022,0.0245,-0.003,-0.0415,0.02,0.0675,0.116,0.1095,0.007,-0.01,-0.061
-0.016,0.0195,0.0355,-0.002,-0.0255,0.027,0.0,-0.0375,0.024,0.0705,0.119,0.1125,0.0075,-0.015,-0.062
-0.0205,0.018,0.0385,0.001,-0.029,0.028,-0.0005,-0.038,0.0255,0.0725,0.1205,0.115,0.007,-0.0175,-0.063
-0.019,0.023,0.0415,-0.002,-0.03,0.032,0.001,-0.0365,0.027,0.0755,0.1235,0.1165,0.0075,-0.011,-0.064
-0.022,0.027,0.049,-0.0025,-0.0355,0.0375,-0.001,-0.043,0.024,0.076,0.124,0.1155,0.0075,-0.007,-0.065
-0.028,0.028,0.056,0.0,-0.0415,0.0415,0.0,-0.0415,0.027,0.0785,0.126,0.118,0.007,-0.005,-0.0665
-0.016,0.0345,0.051,-0.009,-0.033,0.0425,0.0025,-0.041,0.026,0.0795,0.1275,0.1175,0.0065,0.0045,-0.0685
-0.014,0.04,0.054,-0.013,-0.0335,0.047,0.001,-0.0445,0.0275,0.081,0.1305,0.117,0.006,0.008,-0.0705
-0.023,0.0465,0.0695,-0.0115,-0.046,0.058,0.0075,-0.0365,0.034,0.0885,0.1365,0.124,0.0075,0.0065,-0.072
-0.02,0.0565,0.077,-0.0185,-0.048,0.0665,0.0095,-0.0345,0.0365,0.0935,0.1405,0.128,0.008,0.02,-0.0745
-0.0285,0.063,0.0915,-0.0175,-0.0595,0.077,0.012,-0.0295,0.0425,0.1005,0.1485,0.1355,0.0085,0.024,-0.0765
-0.004,0.0685,0.072,-0.032,-0.038,0.07,0.0035,-0.037,0.033,0.094,0.1425,0.1295,0.01,0.0285,-0.0795
0.008,0.0745,0.067,-0.0415,-0.0295,0.0705,-0.001,-0.0445,0.028,0.089,0.14,0.123,0.0085,0.03,-0.0835
0.0085,0.0905,0.083,-0.05,-0.037,0.087,0.0115,-0.035,0.038,0.098,0.152,0.1325,0.0055,0.026,-0.086
0.0195,0.096,0.077,-0.058,-0.0285,0.0865,0.018,-0.0285,0.0435,0.103,0.157,0.139,0.0045,0.037,-0.089
0.02,0.1075,0.0885,-0.064,-0.034,0.098,0.028,-0.0235,0.049,0.1065,0.1605,0.1445,0.002,0.045,-0.0925
0.0265,0.1175,0.0915,-0.072,-0.0325,0.1045,0.0265,-0.0225,0.0505,0.1075,0.162,0.146,-0.001,0.0475,-0.0935
-0.0075,0.096,0.104,-0.0445,-0.0555,0.1,0.019,-0.0275,0.0465,0.1045,0.159,0.1415,-0.0025,0.052,-0.097
-0.001,0.094,0.0955,-0.047,-0.048,0.095,0.0155,-0.033,0.0405,0.099,0.154,0.137,-0.003,0.052,-0.0995
0.0215,0.106,0.085,-0.064,-0.0315,0.0955,0.018,-0.0325,0.042,0.102,0.156,0.141,-0.003,0.055,-0.101
-0.0055,0.0995,0.1055,-0.0475,-0.055,0.1025,0.026,-0.0295,0.0475,0.1075,0.16,0.147,-0.0035,0.064,-0.1035
-0.0095,0.084,0.094,-0.0375,-0.0515,0.0885,0.017,-0.0365,0.0405,0.1,0.151,0.1385,-0.004,0.065,-0.1015
0.0075,0.0915,0.0845,-0.05,-0.038,0.088,0.014,-0.0405,0.039,0.0985,0.152,0.138,-0.003,0.0685,-0.104
0.0105,0.1025,0.0925,-0.057,-0.0405,0.0975,0.022,-0.035,0.045,0.1035,0.157,0.143,-0.002,0.0785,-0.1085
-0.006,0.1035,0.11,-0.049,-0.0575,0.1065,0.029,-0.0305,0.0485,0.107,0.1585,0.1435,-0.0035,0.0885,-0.1095
0.0035,0.117,0.114,-0.0605,-0.055,0.1155,0.033,-0.0265,0.054,0.1115,0.1645,0.1495,-0.003,0.079,-0.111
-0.0015,0.117,0.119,-0.058,-0.06,0.1185,0.0385,-0.024,0.057,0.115,0.165,0.1515,-0.003,0.0705,-0.1135
-0.0365,0.119,0.156,-0.0415,-0.096,0.1375,0.0535,-0.0165,0.0655,0.126,0.175,0.1605,-0.0055,0.0815,-0.1145
-0.0115,0.1295,0.1415,-0.0595,-0.0765,0.1355,0.0485,-0.0235,0.058,0.12,0.1695,0.156,-0.006,0.0865,-0.1135
0.0255,0.1335,0.1085,-0.0795,-0.041,0.121,0.035,-0.0405,0.043,0.108,0.156,0.144,-0.005,0.088,-0.1145
0.019,0.136,0.1175,-0.0775,-0.049,0.1265,0.041,-0.037,0.0475,0.1155,0.1635,0.1505,-0.0035,0.0805,-0.117
0.0015,0.144,0.1425,-0.073,-0.0705,0.1435,0.05,-0.0285,0.058,0.1285,0.174,0.162,-0.0015,0.0895,-0.1185
-0.0065,0.143,0.15,-0.0685,-0.078,0.1465,0.046,-0.033,0.057,0.131,0.176,0.1625,0.0005,0.1125,-0.119
0.002,0.1375,0.136,-0.07,-0.067,0.137,0.036,-0.039,0.052,0.128,0.173,0.158,0.0025,0.1115,-0.118
0.017,0.147,0.1305,-0.082,-0.0565,0.1385,0.036,-0.034,0.057,0.1345,0.179,0.1645,0.005,0.113,-0.119
0.025,0.154,0.1295,-0.0895,-0.052,0.1415,0.035,-0.0325,0.0585,0.1355,0.1815,0.1655,0.007,0.1075,-0.1195
0.029,0.158,0.1295,-0.094,-0.05,0.1435,0.0295,-0.0335,0.061,0.1365,0.1855,0.1685,0.0115,0.098,-0.118
0.0345,0.164,0.13,-0.0995,-0.0475,0.1465,0.0255,-0.03,0.067,0.1405,0.191,0.175,0.014,0.1,-0.1165
0.035,0.167,0.133,-0.101,-0.0485,0.15,0.022,-0.029,0.0675,0.14,0.1915,0.178,0.016,0.103,-0.1155
0.0375,0.165,0.128,-0.1015,-0.045,0.1465,0.01,-0.0325,0.063,0.138,0.1905,0.179,0.02,0.1055,-0.113
0.0365,0.163,0.127,-0.1,-0.045,0.145,-0.0015,-0.038,0.0595,0.139,0.192,0.1785,0.0235,0.0985,-0.11
0.0265,0.164,0.138,-0.0955,-0.0555,0.151,-0.0045,-0.039,0.061,0.1435,0.199,0.183,0.0215,0.0925,-0.1075
0.0385,0.1695,0.1315,-0.1045,-0.046,0.1505,-0.0175,-0.0445,0.057,0.139,0.1975,0.183,0.0205,0.0865,-0.104
0.054,0.1745,0.1215,-0.1145,-0.0335,0.148,-0.039,-0.056,0.0505,0.136,0.1945,0.1815,0.0245,0.0895,-0.101
0.0485,0.1775,0.1295,-0.1135,-0.04,0.1535,-0.0505,-0.06,0.05,0.138,0.198,0.182,0.025,0.1005,-0.0975
0.023,0.1765,0.154,-0.1,-0.065,0.165,-0.044,-0.0505,0.0605,0.148,0.207,0.191,0.028,0.0925,-0.0945
0.025,0.176,0.1515,-0.101,-0.063,0.164,-0.048,-0.0485,0.0605,0.1485,0.207,0.1945,0.032,0.0875,-0.0915
0.066,0.179,0.1135,-0.1225,-0.0235,0.1465,-0.0705,-0.0665,0.046,0.131,0.1915,0.1795,0.033,0.0965,-0.0855
0.058,0.1745,0.117,-0.1165,-0.029,0.1455,-0.079,-0.0705,0.044,0.1285,0.19,0.1805,0.035,0.0905,-0.078
0.056,0.178,0.123,-0.1175,-0.0335,0.1505,-0.085,-0.0685,0.0445,0.127,0.192,0.184,0.04,0.0815,-0.0735
0.0825,0.1855,0.1035,-0.134,-0.01,0.1445,-0.0945,-0.074,0.039,0.1215,0.1865,0.1785,0.046,0.0855,-0.07
0.082,0.187,0.1055,-0.135,-0.0115,0.146,-0.094,-0.0725,0.042,0.1225,0.1885,0.181,0.048,0.0865,-0.069
0.066,0.186,0.1205,-0.1265,-0.027,0.153,-0.088,-0.067,0.0475,0.1255,0.1935,0.184,0.0475,0.0805,-0.0645
0.0665,0.1865,0.1205,-0.127,-0.027,0.1535,-0.087,-0.0685,0.0475,0.1275,0.1935,0.1845,0.047,0.085,-0.061
0.0775,0.184,0.107,-0.131,-0.0145,0.1455,-0.085,-0.069,0.0465,0.1255,0.1885,0.1825,0.046,0.088,-0.0635
0.073,0.1795,0.107,-0.1265,-0.017,0.1435,-0.0865,-0.07,0.044,0.123,0.1825,0.177,0.044,0.0895,-0.062
0.074,0.1845,0.111,-0.13,-0.018,0.148,-0.0905,-0.0715,0.0445,0.125,0.1825,0.1745,0.044,0.0935,-0.0615
0.084,0.1875,0.104,-0.136,-0.0095,0.1455,-0.081,-0.0675,0.047,0.1275,0.183,0.1725,0.042,0.088,-0.0645
0.0845,0.1865,0.102,-0.1355,-0.0085,0.144,-0.0805,-0.0715,0.043,0.126,0.179,0.17,0.039,0.087,-0.064
0.0725,0.18,0.108,-0.1265,-0.0175,0.144,-0.0865,-0.0785,0.04,0.1255,0.18,0.174,0.0405,0.09,-0.0595
0.0715,0.178,0.1065,-0.125,-0.017,0.1425,-0.086,-0.0825,0.0345,0.123,0.178,0.174,0.039,0.0965,-0.0595
0.075,0.1815,0.107,-0.1285,-0.0155,0.144,-0.091,-0.0885,0.0295,0.1205,0.176,0.174,0.038,0.095,-0.058
0.0755,0.178,0.103,-0.127,-0.0135,0.1405,-0.096,-0.094,0.0245,0.1175,0.1715,0.1745,0.039,0.099,-0.052
0.0645,0.1755,0.1115,-0.1205,-0.023,0.1435,-0.093,-0.0925,0.02,0.115,0.17,0.1745,0.0385,0.105,-0.05
0.0515,0.18,0.129,-0.116,-0.0385,0.1545,-0.094,-0.0945,0.0185,0.1145,0.173,0.1745,0.0385,0.1025,-0.049
0.0565,0.18,0.124,-0.1185,-0.0335,0.152,-0.0975,-0.098,0.014,0.112,0.1725,0.174,0.039,0.1065,-0.0465
0.036,0.177,0.1415,-0.1065,-0.0525,0.159,-0.0895,-0.094,0.015,0.1145,0.177,0.178,0.0355,0.11,-0.0485
0.0145,0.1765,0.1625,-0.0955,-0.074,0.1695,-0.086,-0.098,0.0135,0.114,0.178,0.1785,0.0315,0.118,-0.052
0.0185,0.175,0.157,-0.097,-0.069,0.166,-0.089,-0.1055,0.0085,0.11,0.175,0.1755,0.03,0.1225,-0.0535
0.0175,0.183,0.166,-0.101,-0.074,0.1745,-0.0845,-0.104,0.0125,0.115,0.181,0.1805,0.029,0.1205,-0.0545
0.0185,0.192,0.1735,-0.1055,-0.0775,0.1825,-0.081,-0.098,0.0165,0.119,0.1865,0.187,0.0315,0.122,-0.055
0.0425,0.183,0.141,-0.113,-0.049,0.162,-0.0955,-0.113,0.0025,0.1055,0.174,0.1745,0.0355,0.1245,-0.054
0.0455,0.187,0.1425,-0.1165,-0.048,0.1645,-0.0965,-0.111,0.005,0.109,0.177,0.177,0.038,0.116,-0.049
0.0325,0.185,0.153,-0.109,-0.06,0.169,-0.0885,-0.1005,0.012,0.115,0.1835,0.184,0.042,0.1115,-0.0415
0.0495,0.1665,0.1175,-0.1085,-0.0335,0.142,-0.101,-0.111,-0.001,0.1025,0.172,0.1725,0.046,0.1105,-0.0395
0.0575,0.172,0.115,-0.115,-0.0285,0.1435,-0.1,-0.106,0.0015,0.108,0.1765,0.175,0.0455,0.103,-0.0415
0.0505,0.168,0.1175,-0.1095,-0.0335,0.143,-0.0955,-0.106,0.001,0.108,0.1775,0.176,0.0465,0.0965,-0.04
0.048,0.152,0.105,-0.1005,-0.028,0.1285,-0.094,-0.107,-0.0035,0.1025,0.173,0.1715,0.0475,0.0895,-0.0365
0.0625,0.147,0.085,-0.105,-0.011,0.116,-0.0965,-0.1065,-0.0075,0.0975,0.17,0.166,0.049,0.0865,-0.0355
0.073,0.15,0.077,-0.1115,-0.002,0.1135,-0.097,-0.107,-0.0075,0.0965,0.1705,0.1655,0.0505,0.0875,-0.036
0.0685,0.156,0.088,-0.1125,-0.0095,0.122,-0.089,-0.101,-0.0005,0.1045,0.177,0.171,0.051,0.0825,-0.037
0.071,0.1615,0.091,-0.1165,-0.0095,0.126,-0.084,-0.0985,0.0025,0.1085,0.182,0.1745,0.0505,0.075,-0.034
0.076,0.1655,0.09,-0.121,-0.007,0.128,-0.0815,-0.0945,0.0075,0.1125,0.1835,0.177,0.05,0.0815,-0.0365
0.086,0.171,0.0855,-0.1285,0.0005,0.1285,-0.0815,-0.094,0.009,0.1125,0.1825,0.1745,0.0495,0.088,-0.041
0.0615,0.163,0.102,-0.1125,-0.02,0.1325,-0.0775,-0.0965,0.005,0.108,0.181,0.171,0.047,0.087,-0.0415
0.0105,0.1225,0.1125,-0.0665,-0.051,0.1175,-0.0815,-0.1055,-0.0025,0.096,0.17,0.1605,0.045,0.084,-0.047
-0.0065,0.1095,0.1165,-0.0515,-0.061,0.113,-0.0785,-0.1025,-0.0025,0.091,0.165,0.158,0.0405,0.0885,-0.049
0.0025,0.121,0.119,-0.062,-0.058,0.12,-0.0715,-0.0985,-0.001,0.089,0.1615,0.157,0.036,0.0855,-0.049
0.006,0.124,0.1185,-0.065,-0.056,0.1215,-0.065,-0.099,0.003,0.0875,0.159,0.1545,0.032,0.0755,-0.0475
0.0045,0.13,0.1265,-0.0675,-0.061,0.1285,-0.0525,-0.0845,0.0115,0.093,0.1615,0.1575,0.0305,0.0785,-0.048
0.003,0.1235,0.121,-0.0635,-0.0585,0.122,-0.0545,-0.0845,0.008,0.09,0.1555,0.1525,0.0305,0.0755,-0.0485
0.0015,0.126,0.125,-0.064,-0.0615,0.1255,-0.0525,-0.088,0.009,0.0935,0.1575,0.1525,0.0305,0.072,-0.045
-0.0185,0.1085,0.1275,-0.0455,-0.073,0.118,-0.0565,-0.094,0.0005,0.087,0.1485,0.143,0.0275,0.0605,-0.0415
-0.022,0.102,0.1245,-0.0405,-0.073,0.113,-0.049,-0.092,-0.002,0.0855,0.148,0.142,0.025,0.0445,-0.038
-0.0055,0.1115,0.1175,-0.053,-0.061,0.1145,-0.0345,-0.0815,0.0045,0.092,0.1535,0.147,0.0235,0.038,-0.0405
-0.0025,0.0925,0.096,-0.045,-0.049,0.0945,-0.044,-0.0925,-0.006,0.082,0.141,0.1315,0.021,0.031,-0.045
-0.0085,0.0785,0.0875,-0.035,-0.0475,0.0825,-0.047,-0.096,-0.011,0.074,0.135,0.1245,0.02,0.0305,-0.0495
-0.0185,0.0635,0.0815,-0.0225,-0.0495,0.0725,-0.05,-0.0965,-0.0145,0.0675,0.1285,0.1175,0.02,0.0285,-0.0535
