Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
13.947,0.0835,0.396,0.3125,-0.24,-0.114,0.3535,-0.1005,-0.1275,-0.124,-0.175,-0.0735,0.032,0.0875,-0.1005,0.1495
13.948,0.0615,0.359,0.2975,-0.2105,-0.1175,0.328,-0.099,-0.14,-0.132,-0.178,-0.0695,0.0375,0.0805,-0.1165,0.15
13.949,0.058,0.3425,0.2845,-0.2005,-0.113,0.313,-0.11,-0.1305,-0.1305,-0.1745,-0.0645,0.043,0.089,-0.112,0.142
13.95,0.0155,0.3095,0.294,-0.1625,-0.139,0.3015,-0.133,-0.144,-0.1515,-0.195,-0.0825,0.029,0.0905,-0.1035,0.1425
13.951,0.03,0.333,0.303,-0.182,-0.136,0.3175,-0.127,-0.1535,-0.1495,-0.1975,-0.085,0.028,0.0855,-0.111,0.143
13.952,0.068,0.387,0.3185,-0.228,-0.125,0.352,-0.1085,-0.1345,-0.1245,-0.1795,-0.0735,0.0415,0.0895,-0.116,0.1345
13.953,0.0655,0.385,0.3195,-0.2255,-0.1265,0.3515,-0.098,-0.132,-0.1255,-0.179,-0.0765,0.0375,0.0915,-0.122,0.1275
13.954,-0.0005,0.3205,0.321,-0.16,-0.1605,0.32,-0.1225,-0.1505,-0.1445,-0.2005,-0.095,0.018,0.088,-0.1025,0.132
13.955,-0.018,0.301,0.319,-0.142,-0.168,0.3095,-0.1275,-0.1575,-0.152,-0.2095,-0.098,0.0145,0.0855,-0.091,0.133
13.956,0.0285,0.353,0.3245,-0.191,-0.148,0.338,-0.1075,-0.1425,-0.143,-0.202,-0.0845,0.0235,0.0775,-0.084,0.129
13.957,0.0505,0.3675,0.3175,-0.2095,-0.133,0.342,-0.1045,-0.1385,-0.1385,-0.198,-0.08,0.0305,0.08,-0.0715,0.14
13.958,0.0595,0.366,0.307,-0.213,-0.1235,0.336,-0.0805,-0.1155,-0.1085,-0.1685,-0.053,0.0565,0.0815,-0.0865,0.137
13.959,0.0145,0.3565,0.3425,-0.1855,-0.1635,0.349,-0.066,-0.107,-0.1025,-0.157,-0.042,0.0665,0.0745,-0.089,0.13
13.96,0.0755,0.426,0.35,-0.251,-0.137,0.3875,-0.054,-0.1005,-0.099,-0.1485,-0.0305,0.081,0.079,-0.1065,0.142
13.961,0.191,0.55,0.359,-0.3705,-0.0835,0.454,-0.018,-0.0595,-0.058,-0.107,0.009,0.118,0.069,-0.1105,0.135
13.962,0.1655,0.4965,0.3315,-0.331,-0.083,0.4135,-0.0585,-0.1025,-0.0885,-0.132,-0.016,0.093,0.074,-0.101,0.1375
13.963,0.029,0.316,0.287,-0.1725,-0.129,0.3005,-0.136,-0.171,-0.1645,-0.2045,-0.0855,0.0235,0.0885,-0.102,0.147
13.964,-0.062,0.234,0.296,-0.086,-0.1785,0.2645,-0.1625,-0.202,-0.203,-0.2445,-0.1215,-0.013,0.0905,-0.0945,0.148
13.965,-0.0545,0.249,0.3035,-0.0975,-0.1785,0.276,-0.1735,-0.2165,-0.212,-0.253,-0.123,-0.012,0.0905,-0.087,0.1495
13.966,-0.039,0.299,0.338,-0.1305,-0.188,0.318,-0.1475,-0.186,-0.19,-0.2315,-0.1015,0.009,0.0875,-0.0765,0.1485
13.967,-0.0255,0.3305,0.356,-0.1525,-0.1905,0.343,-0.1175,-0.16,-0.168,-0.2115,-0.0835,0.027,0.0905,-0.094,0.1505
13.968,-0.0045,0.32,0.3245,-0.158,-0.1645,0.322,-0.1185,-0.159,-0.1685,-0.216,-0.086,0.0305,0.0945,-0.1105,0.147
13.969,0.0195,0.304,0.285,-0.162,-0.1325,0.294,-0.131,-0.1725,-0.1875,-0.2415,-0.113,0.006,0.091,-0.088,0.138
13.97,0.049,0.3375,0.288,-0.1935,-0.1195,0.3125,-0.143,-0.188,-0.197,-0.2455,-0.12,-0.005,0.084,-0.071,0.127
13.971,0.1015,0.4325,0.331,-0.267,-0.1145,0.381,-0.1125,-0.167,-0.1685,-0.208,-0.0795,0.0295,0.081,-0.081,0.1235
13.972,0.162,0.5145,0.3525,-0.3385,-0.095,0.433,-0.07,-0.127,-0.132,-0.1715,-0.0405,0.0605,0.078,-0.068,0.129
13.973,0.1555,0.5045,0.349,-0.33,-0.0965,0.426,-0.073,-0.123,-0.125,-0.168,-0.038,0.059,0.0755,-0.0805,0.1315
13.974,0.115,0.452,0.337,-0.284,-0.1105,0.394,-0.0935,-0.1355,-0.1345,-0.1765,-0.0475,0.047,0.0735,-0.1095,0.129
13.975,0.0785,0.423,0.3445,-0.251,-0.133,0.3835,-0.105,-0.148,-0.143,-0.182,-0.053,0.035,0.076,-0.0775,0.131
13.976,0.0375,0.39,0.3525,-0.214,-0.157,0.3705,-0.116,-0.159,-0.1555,-0.194,-0.07,0.011,0.0685,-0.063,0.133
13.977,0.0655,0.388,0.3225,-0.227,-0.128,0.3545,-0.1235,-0.1675,-0.1675,-0.203,-0.0785,0.0005,0.064,-0.089,0.136
13.978,0.0765,0.385,0.3085,-0.231,-0.116,0.3465,-0.1305,-0.18,-0.177,-0.2145,-0.093,-0.012,0.0595,-0.075,0.136
13.979,0.024,0.332,0.308,-0.1785,-0.1415,0.3195,-0.1455,-0.1875,-0.192,-0.2305,-0.1095,-0.027,0.0585,-0.0655,0.1345
13.98,-0.0345,0.2845,0.319,-0.125,-0.1765,0.3015,-0.1635,-0.2135,-0.2075,-0.2475,-0.126,-0.0375,0.0625,-0.083,0.1355
13.981,-0.112,0.2335,0.3455,-0.061,-0.2285,0.289,-0.165,-0.2155,-0.213,-0.2595,-0.145,-0.05,0.0485,-0.0755,0.1285
13.982,-0.1235,0.204,0.327,-0.0405,-0.225,0.265,-0.173,-0.206,-0.2125,-0.2615,-0.15,-0.058,0.046,-0.072,0.1265
13.983,-0.0715,0.243,0.3145,-0.086,-0.1925,0.278,-0.176,-0.219,-0.2075,-0.2595,-0.147,-0.059,0.048,-0.073,0.125
13.984,-0.031,0.305,0.336,-0.137,-0.1835,0.3205,-0.159,-0.201,-0.1875,-0.238,-0.124,-0.036,0.0475,-0.0715,0.129
13.985,0.011,0.357,0.346,-0.184,-0.167,0.351,-0.133,-0.1705,-0.159,-0.2115,-0.1035,-0.012,0.0495,-0.08,0.132
13.986,0.0435,0.369,0.3255,-0.207,-0.141,0.347,-0.1145,-0.151,-0.1495,-0.2015,-0.096,0.0015,0.0515,-0.072,0.1345
13.987,0.049,0.3715,0.323,-0.2105,-0.137,0.347,-0.123,-0.1545,-0.1575,-0.2115,-0.098,0.0065,0.0465,-0.0575,0.1375
13.988,0.051,0.3855,0.3345,-0.2185,-0.1415,0.3595,-0.131,-0.163,-0.159,-0.2165,-0.1005,0.006,0.0425,-0.0655,0.1285
13.989,0.0415,0.3675,0.326,-0.2045,-0.142,0.3465,-0.1265,-0.155,-0.155,-0.205,-0.0895,0.0135,0.05,-0.0835,0.1345
13.99,0.0545,0.362,0.308,-0.2085,-0.1265,0.3345,-0.1175,-0.151,-0.151,-0.2015,-0.0865,0.0175,0.0535,-0.077,0.138
13.991,0.066,0.3685,0.3025,-0.2175,-0.118,0.335,-0.138,-0.161,-0.1595,-0.211,-0.0915,0.015,0.0525,-0.069,0.1345
13.992,-0.009,0.3025,0.3115,-0.147,-0.16,0.3065,-0.153,-0.1885,-0.18,-0.2265,-0.101,0.0075,0.051,-0.078,0.1345
13.993,-0.0275,0.291,0.3185,-0.132,-0.1725,0.304,-0.134,-0.1825,-0.1795,-0.2225,-0.0905,0.0185,0.0555,-0.0835,0.1295
13.994,0.0435,0.368,0.3245,-0.206,-0.14,0.346,-0.1135,-0.1625,-0.1525,-0.191,-0.059,0.0455,0.0585,-0.12,0.1295
13.995,0.1215,0.4265,0.305,-0.274,-0.0915,0.365,-0.096,-0.14,-0.125,-0.1615,-0.0355,0.062,0.064,-0.1255,0.1295
13.996,0.1605,0.4925,0.332,-0.3265,-0.0855,0.412,-0.079,-0.121,-0.1055,-0.144,-0.0215,0.0755,0.064,-0.119,0.12
13.997,0.1355,0.511,0.3755,-0.3235,-0.1195,0.4425,-0.062,-0.1245,-0.1185,-0.1495,-0.0305,0.066,0.0555,-0.105,0.12
13.998,0.0765,0.427,0.3505,-0.252,-0.1365,0.3885,-0.1055,-0.148,-0.157,-0.195,-0.0725,0.025,0.059,-0.0825,0.1355
13.999,0.0075,0.3255,0.318,-0.1665,-0.155,0.3215,-0.1485,-0.1875,-0.1785,-0.2285,-0.106,-0.0015,0.066,-0.0935,0.1525
14.0,0.0115,0.3205,0.3085,-0.166,-0.148,0.314,-0.1345,-0.1875,-0.1865,-0.237,-0.1105,-0.004,0.068,-0.077,0.1675
14.001,0.0445,0.4045,0.36,-0.225,-0.1575,0.382,-0.116,-0.1685,-0.1705,-0.227,-0.0915,0.0205,0.0655,-0.0785,0.169
14.002,0.067,0.479,0.412,-0.273,-0.172,0.445,-0.0815,-0.139,-0.144,-0.201,-0.067,0.0475,0.063,-0.0705,0.16
14.003,0.0645,0.4425,0.378,-0.254,-0.1565,0.41,-0.104,-0.1595,-0.1665,-0.22,-0.089,0.0225,0.0675,-0.0465,0.147
14.004,-0.0055,0.335,0.3405,-0.165,-0.1725,0.3375,-0.1555,-0.198,-0.201,-0.2485,-0.117,-0.006,0.0755,-0.0855,0.143
14.005,-0.0705,0.2725,0.343,-0.1015,-0.2065,0.3075,-0.1585,-0.224,-0.2275,-0.2675,-0.1295,-0.0175,0.076,-0.076,0.153
14.006,-0.065,0.259,0.3245,-0.0975,-0.1945,0.291,-0.16,-0.249,-0.2415,-0.2765,-0.1295,-0.02,0.072,-0.038,0.151
14.007,0.0005,0.3135,0.3125,-0.157,-0.156,0.3125,-0.137,-0.213,-0.2145,-0.247,-0.0935,0.0115,0.084,-0.0745,0.157
14.008,0.0695,0.3945,0.325,-0.2325,-0.1275,0.3595,-0.105,-0.1715,-0.1755,-0.2075,-0.0545,0.0505,0.1015,-0.083,0.1645
14.009,0.082,0.4435,0.361,-0.263,-0.1395,0.402,-0.082,-0.153,-0.1545,-0.1825,-0.0315,0.076,0.1035,-0.0505,0.1615
14.01,0.0405,0.4485,0.4075,-0.245,-0.1835,0.4275,-0.086,-0.1595,-0.1655,-0.186,-0.034,0.0725,0.104,-0.034,0.165
14.011,0.0435,0.4255,0.3815,-0.235,-0.169,0.403,-0.1085,-0.1685,-0.1745,-0.1905,-0.043,0.055,0.106,-0.0305,0.161
14.012,0.1,0.437,0.337,-0.269,-0.118,0.3865,-0.091,-0.171,-0.175,-0.1955,-0.046,0.0475,0.092,-0.0365,0.1545
14.013,0.169,0.4945,0.3255,-0.332,-0.078,0.4095,-0.063,-0.1435,-0.1555,-0.1805,-0.0285,0.0695,0.0855,-0.07,0.154
14.014,0.199,0.546,0.3465,-0.373,-0.0735,0.446,-0.0605,-0.1245,-0.136,-0.158,-0.0075,0.0845,0.084,-0.07,0.147
14.015,0.126,0.5055,0.3795,-0.316,-0.126,0.442,-0.1095,-0.1625,-0.164,-0.1895,-0.035,0.053,0.087,-0.0575,0.1385
14.016,0.021,0.4125,0.392,-0.217,-0.185,0.4015,-0.137,-0.186,-0.19,-0.221,-0.058,0.035,0.0955,-0.0605,0.142
14.017,-0.0535,0.3495,0.4025,-0.1485,-0.2275,0.3755,-0.1435,-0.1985,-0.2015,-0.232,-0.0705,0.0275,0.094,-0.046,0.1395
14.018,-0.0855,0.307,0.3925,-0.111,-0.2385,0.349,-0.159,-0.2005,-0.201,-0.2295,-0.0755,0.0195,0.096,-0.0575,0.1235
14.019,-0.039,0.3005,0.3395,-0.131,-0.189,0.3195,-0.17,-0.2075,-0.2085,-0.238,-0.083,0.0105,0.099,-0.063,0.1275
14.02,-0.0295,0.2825,0.312,-0.1265,-0.1705,0.2965,-0.1825,-0.2175,-0.2225,-0.255,-0.097,0.003,0.1,-0.0815,0.148
14.021,-0.001,0.3235,0.3245,-0.1615,-0.1625,0.3235,-0.1465,-0.2,-0.198,-0.2365,-0.081,0.021,0.0945,-0.0905,0.146
14.022,0.1685,0.4845,0.316,-0.327,-0.0735,0.4,-0.109,-0.156,-0.151,-0.1925,-0.0425,0.061,0.087,-0.097,0.1385
14.023,0.2295,0.5655,0.336,-0.398,-0.053,0.4505,-0.0845,-0.1115,-0.1225,-0.1635,-0.0185,0.085,0.0765,-0.1025,0.1325
14.024,0.111,0.4685,0.3575,-0.29,-0.123,0.4125,-0.117,-0.165,-0.163,-0.2015,-0.0625,0.041,0.0695,-0.082,0.1275
14.025,0.035,0.3545,0.3195,-0.195,-0.142,0.3365,-0.18,-0.222,-0.215,-0.253,-0.108,-0.0055,0.0795,-0.093,0.133
14.026,0.0675,0.367,0.2995,-0.2175,-0.1155,0.333,-0.172,-0.221,-0.2185,-0.2585,-0.109,-0.0065,0.0745,-0.061,0.1395
14.027,0.039,0.4025,0.3635,-0.221,-0.162,0.3825,-0.1325,-0.189,-0.182,-0.221,-0.0765,0.025,0.0685,-0.054,0.145
14.028,0.0425,0.44,0.3975,-0.2415,-0.177,0.418,-0.091,-0.1465,-0.1435,-0.183,-0.039,0.0685,0.074,-0.058,0.1555
14.029,0.0735,0.441,0.3675,-0.2575,-0.147,0.4035,-0.094,-0.17,-0.1635,-0.208,-0.064,0.0535,0.0615,-0.0205,0.16
14.03,0.0495,0.4015,0.3525,-0.2255,-0.151,0.3765,-0.1035,-0.173,-0.1755,-0.2275,-0.091,0.0235,0.0465,-0.028,0.15
14.031,0.0585,0.392,0.3335,-0.2255,-0.137,0.362,-0.1155,-0.1755,-0.166,-0.22,-0.0905,0.02,0.0475,-0.0405,0.1515
14.032,0.025,0.3725,0.347,-0.199,-0.161,0.359,-0.137,-0.1895,-0.1665,-0.217,-0.0945,0.011,0.058,-0.0265,0.149
14.033,0.015,0.374,0.359,-0.1945,-0.1715,0.366,-0.11,-0.161,-0.1415,-0.193,-0.0805,0.017,0.062,-0.0195,0.133
14.034,0.0555,0.3965,0.3415,-0.226,-0.1425,0.3685,-0.1065,-0.1595,-0.132,-0.1855,-0.074,0.0205,0.071,-0.036,0.129
14.035,0.072,0.417,0.345,-0.245,-0.136,0.3805,-0.0965,-0.153,-0.1325,-0.19,-0.075,0.021,0.079,-0.018,0.1285
14.036,0.018,0.3865,0.368,-0.2025,-0.1745,0.3765,-0.081,-0.15,-0.1295,-0.1965,-0.082,0.0175,0.058,-0.0295,0.129
14.037,-0.0295,0.337,0.3665,-0.154,-0.1975,0.351,-0.1145,-0.1715,-0.1505,-0.2155,-0.1015,0.0005,0.052,-0.049,0.126
14.038,-0.09,0.2885,0.3785,-0.0995,-0.234,0.333,-0.13,-0.1765,-0.1675,-0.227,-0.1145,-0.019,0.052,-0.017,0.128
14.039,-0.0405,0.3465,0.387,-0.1535,-0.2135,0.366,-0.1165,-0.17,-0.1585,-0.2125,-0.0975,-0.009,0.056,-0.011,0.136
14.04,0.0815,0.4535,0.3715,-0.2675,-0.145,0.412,-0.099,-0.16,-0.1465,-0.1885,-0.0685,0.022,0.071,-0.0275,0.136
14.041,0.067,0.4465,0.38,-0.257,-0.156,0.413,-0.1045,-0.169,-0.1555,-0.1935,-0.0705,0.02,0.076,-0.0405,0.1465
14.042,0.075,0.439,0.364,-0.2575,-0.144,0.401,-0.108,-0.1575,-0.1515,-0.1845,-0.056,0.029,0.0785,-0.021,0.1475
14.043,0.066,0.4425,0.376,-0.2545,-0.1545,0.409,-0.0875,-0.1635,-0.1525,-0.1775,-0.039,0.0435,0.0725,-0.0105,0.132
14.044,0.098,0.4825,0.385,-0.2905,-0.143,0.433,-0.0795,-0.156,-0.153,-0.172,-0.025,0.0575,0.0755,-0.0025,0.129
14.045,0.1265,0.4965,0.37,-0.3115,-0.1215,0.433,-0.085,-0.154,-0.1535,-0.1635,-0.011,0.0715,0.0795,-0.001,0.13
14.046,0.078,0.4785,0.4005,-0.2785,-0.161,0.439,-0.0885,-0.172,-0.1605,-0.171,-0.014,0.0695,0.076,0.0,0.1165
14.047,0.053,0.4945,0.4415,-0.274,-0.194,0.467,-0.0775,-0.1555,-0.1585,-0.171,-0.012,0.0725,0.075,0.026,0.116
14.048,0.038,0.484,0.4455,-0.261,-0.2035,0.4645,-0.0845,-0.1645,-0.1555,-0.1695,-0.015,0.072,0.0835,0.0345,0.134
14.049,0.0555,0.502,0.446,-0.279,-0.195,0.4735,-0.0775,-0.1385,-0.128,-0.147,0.005,0.0925,0.094,0.0255,0.1385
14.05,0.0435,0.519,0.4755,-0.2815,-0.216,0.497,-0.0485,-0.133,-0.1075,-0.133,0.015,0.1015,0.092,0.0075,0.132
14.051,-0.0075,0.469,0.4765,-0.231,-0.242,0.4725,-0.0575,-0.1355,-0.105,-0.141,-0.003,0.084,0.091,0.0125,0.1315
14.052,0.031,0.457,0.426,-0.2445,-0.197,0.441,-0.0825,-0.133,-0.112,-0.153,-0.018,0.07,0.0935,0.012,0.131
14.053,0.0745,0.4635,0.3895,-0.269,-0.157,0.426,-0.098,-0.1565,-0.13,-0.1715,-0.0415,0.048,0.0895,0.0035,0.1215
14.054,0.037,0.425,0.3875,-0.231,-0.175,0.4055,-0.114,-0.182,-0.1555,-0.1995,-0.068,0.025,0.0845,0.006,0.132
14.055,0.0105,0.401,0.3905,-0.206,-0.19,0.3955,-0.129,-0.2,-0.1765,-0.2215,-0.0795,0.0165,0.0795,0.0185,0.1245
14.056,-0.033,0.371,0.404,-0.1695,-0.2185,0.387,-0.1365,-0.195,-0.183,-0.228,-0.0825,0.013,0.072,0.0475,0.1245
14.057,-0.028,0.3935,0.4215,-0.1825,-0.2245,0.407,-0.134,-0.196,-0.1775,-0.221,-0.076,0.02,0.0795,0.0455,0.1295
14.058,-0.02,0.4035,0.4235,-0.192,-0.2215,0.413,-0.1255,-0.187,-0.1635,-0.2015,-0.055,0.0355,0.0855,0.0275,0.1155
14.059,-0.0335,0.372,0.4055,-0.1695,-0.219,0.388,-0.133,-0.1905,-0.1585,-0.1955,-0.0465,0.0435,0.0795,0.0125,0.119
14.06,-0.0295,0.3885,0.418,-0.1795,-0.2235,0.4025,-0.142,-0.1975,-0.17,-0.204,-0.0485,0.048,0.0835,0.0225,0.121
14.061,-0.0235,0.4065,0.43,-0.1915,-0.2265,0.4175,-0.145,-0.2065,-0.1885,-0.2215,-0.054,0.044,0.084,0.0425,0.1285
14.062,0.0605,0.4905,0.43,-0.2755,-0.1845,0.46,-0.145,-0.202,-0.1805,-0.22,-0.0485,0.051,0.0785,0.046,0.1295
14.063,0.158,0.6,0.4415,-0.3795,-0.1415,0.5205,-0.1245,-0.1795,-0.1575,-0.1955,-0.0225,0.0755,0.08,0.0575,0.1355
14.064,0.1895,0.629,0.4395,-0.4095,-0.1245,0.5335,-0.1205,-0.175,-0.1555,-0.1865,-0.0095,0.0915,0.086,0.0655,0.142
14.065,0.1475,0.607,0.4595,-0.3775,-0.156,0.533,-0.1605,-0.1945,-0.17,-0.1985,-0.022,0.085,0.0905,0.067,0.1445
14.066,0.034,0.5085,0.4745,-0.2715,-0.22,0.491,-0.1995,-0.232,-0.1895,-0.2095,-0.0375,0.065,0.104,0.063,0.141
14.067,-0.09,0.4135,0.503,-0.162,-0.296,0.458,-0.206,-0.246,-0.2035,-0.218,-0.0465,0.0565,0.1005,0.071,0.1345
14.068,-0.093,0.4335,0.5265,-0.1705,-0.3095,0.4795,-0.184,-0.2355,-0.1995,-0.215,-0.039,0.067,0.0865,0.0865,0.141
14.069,-0.0415,0.463,0.5045,-0.211,-0.2725,0.483,-0.17,-0.228,-0.1855,-0.2095,-0.0335,0.071,0.101,0.1165,0.1575
14.07,0.006,0.4865,0.4805,-0.2465,-0.237,0.483,-0.168,-0.2105,-0.167,-0.2025,-0.029,0.0765,0.11,0.105,0.151
14.071,0.0665,0.5365,0.4695,-0.3015,-0.201,0.5025,-0.1415,-0.184,-0.1295,-0.1635,0.003,0.106,0.112,0.0695,0.1225
14.072,0.0765,0.5365,0.46,-0.3065,-0.1915,0.498,-0.1395,-0.1835,-0.1175,-0.155,0.005,0.1065,0.1115,0.0885,0.1435
14.073,0.057,0.51,0.453,-0.284,-0.1975,0.481,-0.173,-0.2065,-0.1435,-0.189,-0.0315,0.0705,0.095,0.086,0.152
14.074,0.1045,0.5565,0.4525,-0.3305,-0.174,0.504,-0.1525,-0.1955,-0.1415,-0.191,-0.0325,0.0715,0.0815,0.0775,0.1285
14.075,0.1795,0.5965,0.417,-0.3885,-0.1185,0.5065,-0.1205,-0.1715,-0.122,-0.1745,-0.0125,0.0915,0.0825,0.048,0.122
14.076,0.1065,0.517,0.4105,-0.312,-0.152,0.4635,-0.1275,-0.194,-0.1365,-0.1905,-0.0305,0.076,0.0735,0.0205,0.1195
14.077,0.022,0.4655,0.4435,-0.244,-0.2105,0.4545,-0.128,-0.201,-0.147,-0.2035,-0.0535,0.054,0.0615,0.0525,0.1155
14.078,0.012,0.4535,0.442,-0.233,-0.215,0.4475,-0.159,-0.2005,-0.16,-0.2095,-0.0695,0.0315,0.068,0.065,0.1125
14.079,-0.0215,0.416,0.4375,-0.1975,-0.229,0.426,-0.186,-0.2405,-0.19,-0.2285,-0.086,0.014,0.07,0.068,0.1235
14.08,-0.0215,0.405,0.4265,-0.192,-0.2235,0.415,-0.1835,-0.2435,-0.1895,-0.2245,-0.0775,0.024,0.077,0.0595,0.129
14.081,-0.008,0.4,0.408,-0.196,-0.2075,0.403,-0.1825,-0.223,-0.1735,-0.205,-0.0615,0.039,0.0895,0.0625,0.1285
14.082,0.0375,0.456,0.4185,-0.247,-0.1905,0.437,-0.1685,-0.211,-0.1525,-0.182,-0.039,0.0625,0.103,0.077,0.14
14.083,0.065,0.496,0.4315,-0.281,-0.183,0.4635,-0.17,-0.209,-0.149,-0.179,-0.0245,0.0765,0.108,0.0755,0.146
14.084,0.063,0.501,0.438,-0.282,-0.1875,0.469,-0.1685,-0.2205,-0.1655,-0.1905,-0.0265,0.0755,0.1075,0.0795,0.141
14.085,0.1195,0.563,0.4435,-0.3415,-0.162,0.503,-0.1575,-0.197,-0.1595,-0.183,-0.0085,0.0945,0.123,0.071,0.1375
14.086,0.1905,0.625,0.4345,-0.408,-0.122,0.529,-0.148,-0.1625,-0.14,-0.1635,0.015,0.1185,0.1345,0.087,0.1365
14.087,0.2115,0.636,0.424,-0.424,-0.106,0.5295,-0.131,-0.1645,-0.1315,-0.153,0.023,0.128,0.143,0.0665,0.137
14.088,0.1625,0.58,0.4175,-0.3715,-0.127,0.498,-0.1455,-0.1895,-0.1435,-0.1645,0.012,0.117,0.147,0.0445,0.136
14.089,0.1245,0.552,0.4275,-0.3385,-0.1515,0.489,-0.1515,-0.1815,-0.1385,-0.159,0.0165,0.1165,0.152,0.056,0.146
14.09,0.0535,0.51,0.4565,-0.282,-0.201,0.483,-0.1525,-0.175,-0.139,-0.1605,0.0155,0.109,0.153,0.0635,0.155
14.091,0.0155,0.4805,0.465,-0.2485,-0.2245,0.472,-0.1655,-0.198,-0.161,-0.1795,0.0005,0.0935,0.149,0.093,0.145
14.092,0.079,0.5175,0.4385,-0.2985,-0.1795,0.4775,-0.1495,-0.1905,-0.143,-0.1635,0.019,0.1115,0.1515,0.0565,0.1505
14.093,0.1145,0.539,0.424,-0.327,-0.1545,0.481,-0.149,-0.175,-0.1365,-0.161,0.02,0.1115,0.146,0.0385,0.1685
14.094,0.118,0.543,0.425,-0.3305,-0.153,0.483,-0.1555,-0.1745,-0.154,-0.1715,0.0035,0.097,0.1405,0.083,0.1735
14.095,0.0985,0.5155,0.4175,-0.3075,-0.159,0.466,-0.161,-0.1845,-0.151,-0.164,0.0005,0.095,0.1375,0.0645,0.1665
14.096,0.0505,0.476,0.426,-0.2635,-0.1875,0.4505,-0.1595,-0.192,-0.1615,-0.181,-0.015,0.0855,0.1255,0.0585,0.1695
14.097,0.052,0.472,0.42,-0.262,-0.1835,0.4455,-0.151,-0.1925,-0.1705,-0.195,-0.024,0.0775,0.1145,0.0565,0.186
14.098,0.1015,0.517,0.4155,-0.3095,-0.1565,0.4655,-0.137,-0.1805,-0.157,-0.184,-0.016,0.0805,0.1055,0.0345,0.1885
14.099,0.067,0.4795,0.4125,-0.2735,-0.1725,0.4455,-0.13,-0.1895,-0.167,-0.1955,-0.026,0.0705,0.097,0.043,0.1865
14.1,0.0275,0.4155,0.3885,-0.222,-0.18,0.4015,-0.1455,-0.21,-0.18,-0.2095,-0.0425,0.054,0.0995,0.06,0.187
14.101,0.026,0.4155,0.3895,-0.221,-0.1815,0.402,-0.16,-0.21,-0.1795,-0.212,-0.048,0.046,0.107,0.0425,0.189
14.102,0.014,0.4185,0.405,-0.2165,-0.195,0.4115,-0.1635,-0.216,-0.186,-0.2165,-0.0435,0.0495,0.107,0.02,0.183
14.103,0.0165,0.455,0.4385,-0.236,-0.211,0.4465,-0.1415,-0.1935,-0.1675,-0.1975,-0.018,0.077,0.1045,0.0445,0.171
14.104,0.0525,0.4895,0.437,-0.2715,-0.192,0.463,-0.1295,-0.1755,-0.152,-0.1805,-0.001,0.0945,0.0995,0.039,0.178
14.105,0.068,0.4715,0.4035,-0.27,-0.1675,0.437,-0.1505,-0.1985,-0.1775,-0.2025,-0.025,0.075,0.0975,0.044,0.171
14.106,0.0165,0.4305,0.414,-0.2235,-0.1985,0.422,-0.171,-0.2205,-0.196,-0.22,-0.0485,0.053,0.093,0.035,0.154
14.107,0.018,0.4205,0.4025,-0.2195,-0.192,0.411,-0.1565,-0.208,-0.176,-0.1975,-0.0365,0.063,0.0955,-0.008,0.1575
14.108,0.0685,0.4615,0.393,-0.265,-0.162,0.4265,-0.138,-0.177,-0.1495,-0.173,-0.0145,0.0855,0.102,-0.0105,0.1635
14.109,0.13,0.5,0.37,-0.3155,-0.1195,0.4345,-0.1185,-0.1635,-0.133,-0.1585,0.003,0.098,0.104,-0.019,0.1735
14.11,0.173,0.521,0.3485,-0.3475,-0.0875,0.434,-0.101,-0.1555,-0.1285,-0.16,0.003,0.093,0.101,-0.026,0.1815
14.111,0.1055,0.501,0.395,-0.3035,-0.1445,0.4475,-0.103,-0.147,-0.1285,-0.1655,-0.0035,0.084,0.092,-0.037,0.1765
14.112,0.0905,0.493,0.4025,-0.292,-0.1555,0.447,-0.0975,-0.1505,-0.1285,-0.168,-0.0065,0.0855,0.098,-0.0355,0.1815
14.113,0.1735,0.557,0.3835,-0.3655,-0.1045,0.4695,-0.0845,-0.1435,-0.121,-0.17,-0.008,0.091,0.0985,-0.013,0.195
14.114,0.172,0.537,0.365,-0.355,-0.0965,0.4505,-0.0815,-0.13,-0.1305,-0.18,-0.024,0.081,0.096,-0.0195,0.1955
14.115,0.1215,0.488,0.3665,-0.305,-0.1225,0.4265,-0.096,-0.15,-0.164,-0.206,-0.0545,0.053,0.09,-0.0235,0.1895
14.116,0.103,0.5115,0.4085,-0.3075,-0.1525,0.4595,-0.1,-0.1705,-0.16,-0.2125,-0.058,0.045,0.081,-0.023,0.186
14.117,0.0835,0.471,0.3875,-0.2775,-0.152,0.4285,-0.1095,-0.1825,-0.173,-0.2255,-0.067,0.031,0.081,-0.027,0.188
14.118,0.067,0.4115,0.3445,-0.2395,-0.138,0.3775,-0.1175,-0.1945,-0.1935,-0.235,-0.073,0.0165,0.076,-0.041,0.1785
14.119,0.0675,0.425,0.3575,-0.2465,-0.145,0.3905,-0.124,-0.215,-0.1985,-0.2325,-0.065,0.0225,0.072,-0.052,0.173
14.12,0.0405,0.4145,0.374,-0.2275,-0.1665,0.3935,-0.145,-0.219,-0.21,-0.242,-0.0785,0.0075,0.0765,-0.0275,0.1765
14.121,-0.01,0.3615,0.3715,-0.176,-0.1905,0.3655,-0.1345,-0.2045,-0.196,-0.236,-0.0745,0.005,0.0715,-0.0205,0.1675
